,species,decimalLatitude,decimalLongitude,elevation,depth,geometry,County,Land Area (sq mi),Population Total,human_population_density,native,prcp,tmax,tmin
71,Mantis religiosa,38.262977,-122.64841,,,POINT (-122.64841 38.262977),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
72,Mantis religiosa,38.514467,-122.917038,,,POINT (-122.917038 38.514467),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
73,Mantis religiosa,38.346158,-122.646599,,,POINT (-122.646599 38.346158),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
74,Mantis religiosa,38.464113,-122.715845,,,POINT (-122.715845 38.464113),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
75,Mantis religiosa,38.740106,-123.486471,,,POINT (-123.486471 38.740106),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
76,Mantis religiosa,38.361026,-122.540246,,,POINT (-122.540246 38.361026),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
77,Mantis religiosa,38.330209,-122.707805,,,POINT (-122.707805 38.330209),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
78,Mantis religiosa,38.436092,-123.044182,,,POINT (-123.044182 38.436092),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
79,Mantis religiosa,38.438025,-123.048431,,,POINT (-123.048431 38.438025),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
80,Mantis religiosa,38.56709,-122.68817,,,POINT (-122.68817 38.56709),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
81,Mantis religiosa,38.419374,-122.8118,,,POINT (-122.8118 38.419374),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
82,Mantis religiosa,38.425839,-122.690644,,,POINT (-122.690644 38.425839),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
83,Mantis religiosa,38.439646,-123.053675,,,POINT (-123.053675 38.439646),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
84,Mantis religiosa,38.412773,-122.690892,,,POINT (-122.690892 38.412773),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
85,Mantis religiosa,38.215538,-122.659813,,,POINT (-122.659813 38.215538),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
86,Mantis religiosa,38.424778,-123.115067,,,POINT (-123.115067 38.424778),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
87,Mantis religiosa,38.458238,-122.711377,,,POINT (-122.711377 38.458238),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
88,Mantis religiosa,38.265245,-122.673327,,,POINT (-122.673327 38.265245),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
89,Mantis religiosa,38.339252,-123.051291,,,POINT (-123.051291 38.339252),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
90,Mantis religiosa,38.320679,-122.487871,,,POINT (-122.487871 38.320679),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
91,Mantis religiosa,38.759415,-122.755106,,,POINT (-122.755106 38.759415),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
92,Mantis religiosa,38.366217,-122.974022,,,POINT (-122.974022 38.366217),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
93,Mantis religiosa,38.175658,-122.504851,,,POINT (-122.504851 38.175658),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
94,Mantis religiosa,38.584,-122.699,,,POINT (-122.699 38.584),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
95,Mantis religiosa,38.584194,-122.6996,,,POINT (-122.6996 38.584194),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
96,Mantis religiosa,38.229994,-122.651351,,,POINT (-122.651351 38.229994),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
97,Mantis religiosa,38.230025,-122.651389,,,POINT (-122.651389 38.230025),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
98,Mantis religiosa,38.366061,-122.974019,,,POINT (-122.974019 38.366061),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
99,Mantis religiosa,38.438825,-122.516333,,,POINT (-122.516333 38.438825),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
100,Mantis religiosa,38.438878,-122.516512,,,POINT (-122.516512 38.438878),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
101,Mantis religiosa,38.438817,-122.516411,,,POINT (-122.516411 38.438817),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
102,Mantis religiosa,38.223281,-122.60512,,,POINT (-122.60512 38.223281),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
103,Mantis religiosa,38.517723,-122.614418,,,POINT (-122.614418 38.517723),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
104,Mantis religiosa,38.422066,-123.109049,,,POINT (-123.109049 38.422066),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
105,Mantis religiosa,38.58426,-122.69959,,,POINT (-122.69959 38.58426),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
106,Mantis religiosa,38.56723,-122.68712,,,POINT (-122.68712 38.56723),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
107,Mantis religiosa,38.56744,-122.68629,,,POINT (-122.68629 38.56744),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
108,Mantis religiosa,38.58426,-122.69981,,,POINT (-122.69981 38.58426),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
109,Mantis religiosa,38.56741,-122.68629,,,POINT (-122.68629 38.56741),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
110,Mantis religiosa,38.438476,-123.050881,,,POINT (-123.050881 38.438476),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
111,Mantis religiosa,38.228998,-122.59825,,,POINT (-122.59825 38.228998),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
112,Litaneutria pacifica,38.61314,-122.785048,,,POINT (-122.785048 38.61314),Sonoma,1575.63,496801,315.3030851151603,native,93.39109330912696,20.492570803146954,7.783081461985906
113,Mantis religiosa,38.229478,-122.637008,,,POINT (-122.637008 38.229478),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
114,Mantis religiosa,38.458817,-123.141372,,,POINT (-123.141372 38.458817),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
115,Mantis religiosa,38.516584,-122.88051,,,POINT (-122.88051 38.516584),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
116,Mantis religiosa,38.387348,-122.526405,,,POINT (-122.526405 38.387348),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
117,Mantis religiosa,38.387352,-122.526419,,,POINT (-122.526419 38.387352),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
118,Mantis religiosa,38.517317,-122.880325,,,POINT (-122.880325 38.517317),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
119,Mantis religiosa,38.459012,-123.140878,,,POINT (-123.140878 38.459012),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
120,Mantis religiosa,38.199272,-122.516315,,,POINT (-122.516315 38.199272),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
121,Mantis religiosa,38.19853,-122.515951,,,POINT (-122.515951 38.19853),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
122,Mantis religiosa,38.574447,-122.704788,,,POINT (-122.704788 38.574447),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
123,Mantis religiosa,38.596512,-122.684791,,,POINT (-122.684791 38.596512),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
124,Mantis religiosa,38.611872,-122.781875,,,POINT (-122.781875 38.611872),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
125,Mantis religiosa,38.483686,-123.097417,,,POINT (-123.097417 38.483686),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
126,Mantis religiosa,38.392582,-122.826036,,,POINT (-122.826036 38.392582),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
127,Mantis religiosa,38.434638,-122.692076,,,POINT (-122.692076 38.434638),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
128,Mantis religiosa,38.264038,-122.665801,,,POINT (-122.665801 38.264038),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
129,Mantis religiosa,38.342319,-122.601832,,,POINT (-122.601832 38.342319),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
130,Mantis religiosa,38.575076,-122.70694,,,POINT (-122.70694 38.575076),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
131,Mantis religiosa,38.569393,-122.688692,,,POINT (-122.688692 38.569393),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
132,Mantis religiosa,38.342319,-122.601832,,,POINT (-122.601832 38.342319),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
133,Mantis religiosa,38.584,-122.699,,,POINT (-122.699 38.584),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
134,Mantis religiosa,38.481644,-122.572486,,,POINT (-122.572486 38.481644),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
135,Mantis religiosa,38.718056,-122.921112,,,POINT (-122.921112 38.718056),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
136,Mantis religiosa,38.57494,-122.70712,,,POINT (-122.70712 38.57494),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
137,Mantis religiosa,38.569759,-122.689553,,,POINT (-122.689553 38.569759),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
138,Mantis religiosa,38.57127,-122.69749,,,POINT (-122.69749 38.57127),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
139,Mantis religiosa,38.43797,-123.042389,,,POINT (-123.042389 38.43797),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
140,Mantis religiosa,38.692895,-122.83843,,,POINT (-122.83843 38.692895),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
141,Mantis religiosa,38.433928,-122.690102,,,POINT (-122.690102 38.433928),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
142,Mantis religiosa,38.348009,-122.58426,,,POINT (-122.58426 38.348009),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
143,Mantis religiosa,38.229962,-122.646317,,,POINT (-122.646317 38.229962),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
144,Mantis religiosa,38.41372,-122.545828,,,POINT (-122.545828 38.41372),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
145,Mantis religiosa,38.387056,-122.526283,,,POINT (-122.526283 38.387056),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
146,Mantis religiosa,38.59404,-122.71986,,,POINT (-122.71986 38.59404),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
147,Mantis religiosa,38.59401,-122.71973,,,POINT (-122.71973 38.59401),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
148,Mantis religiosa,38.568158,-122.69408,,,POINT (-122.69408 38.568158),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
149,Mantis religiosa,38.56954,-122.6889,,,POINT (-122.6889 38.56954),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
150,Mantis religiosa,38.58437,-122.69978,,,POINT (-122.69978 38.58437),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
151,Mantis religiosa,38.684564,-123.023356,,,POINT (-123.023356 38.684564),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
152,Mantis religiosa,38.57494,-122.71441,,,POINT (-122.71441 38.57494),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
153,Mantis religiosa,38.401869,-122.541729,,,POINT (-122.541729 38.401869),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
154,Mantis religiosa,38.508759,-122.885689,,,POINT (-122.885689 38.508759),Sonoma,1575.63,496801,315.3030851151603,introduced,93.39109330912696,20.492570803146954,7.783081461985906
